siteID_1,areaCoverage_1,siteID_2,areaCoverage_2,siteID_3,areaCoverage_3,siteID_4,areaCoverage_4,siteID_5,areaCoverage_5,siteID_6,areaCoverage_6,siteID_7,areaCoverage_7,siteID_8,areaCoverage_8,siteID_9,areaCoverage_9,siteID_10,areaCoverage_10
CVG10,31.3751,CVG10,31.3751,CVG19,31.3751,CVG19,31.3751,CVG10,31.3751,CVG10,31.3751,CVG19,31.3751,CVG10,31.3751,CVG10,31.3751,CVG10,31.3751
HAM19,29.909,HAM102,29.909,HAM102,29.909,HAM6,29.909,HAM6,29.909,HAM19,29.909,HAM102,29.909,HAM6,29.909,HAM102,29.909,HAM102,29.909
PCL3,28.4724,PCL3,28.4724,PCL3,28.4724,PCL20,28.4724,PCL3,28.4724,PCL20,28.4724,PCL20,28.4724,PCL3,28.4724,PCL20,28.4724,PCL3,28.4724
STB7,27.114,STB18,27.114,STB18,27.114,STB18,27.114,STB18,27.114,STB7,27.114,STB18,27.114,STB18,27.114,STB18,27.114,STB18,27.114
16_AKC_41_N1,25.7924,16_AKC_14_N1,25.7924,16_AKC_14_N1,25.7924,16_AKC_41_N1,25.7924,16_AKC_41_N1,25.7924,16_AKC_41_N1,25.7924,16_AKC_41_N1,25.7924,16_AKC_41_N1,25.7924,16_AKC_41_N1,25.7924,16_AKC_41_N1,25.7924
16_OSO_4_N1,24.4747,16_OSO_3_N1,24.4747,16_OSO_4_N1,24.4747,16_OSO_3_N1,24.4747,16_OSO_3_N1,24.4747,16_OSO_4_N1,24.4747,16_OSO_4_N1,24.4747,16_OSO_4_N1,24.4747,16_OSO_3_N1,24.4747,16_OSO_3_N1,24.4747
16_SZA_88_N1,23.2186,16_SZA_88_N1,23.2186,16_SZA_88_N1,23.2186,16_SZA_86_N1,23.2186,16_SZA_90_N1,23.2186,16_SZA_86_N1,23.2186,16_SZA_86_N1,23.2186,16_SZA_90_N1,23.2186,16_SZA_86_N1,23.2186,16_SZA_88_N1,23.2186
13_VFC_4_N1,22.0388,13_VFC_4_N1,22.0388,13_VFC_4_N2,22.0388,13_VFC_2_N1,22.0388,13_VFC_2_N1,22.0388,13_VFC_1_N1,22.0388,13_VFC_4_N1,22.0388,13_VFC_1_N1,22.0388,13_VFC_4_N2,22.0388,13_VFC_4_N1,22.0388
WKY1,20.8732,WKY1,20.8732,WKY2,20.8732,WKY2,20.8732,WKY2,20.8732,WKY3,20.8732,WKY3,20.8732,WKY2,20.8732,WKY2,20.8732,WKY1,20.8732
03_V153408_N1,19.726,03_V153408_N1,19.726,03_V153408_N3,19.726,03_V153408_N1,19.726,03_V153408_N3,19.726,03_V153408_N1,19.726,03_V153408_N3,19.726,03_V153408_N1,19.726,03_V153408_N1,19.726,03_V153408_N2,19.726
MUG3,18.5909,MUG3,18.5909,MUG3,18.5909,MUG3,18.5909,MUG3,18.5909,MUG1,18.5909,MUG1,18.5909,MUG1,18.5909,MUG3,18.5909,MUG3,18.5909
16_CTA_27_N1,17.4682,16_CTA_27_N1,17.4682,16_CTA_27_N1,17.4682,16_CTA_28_N1,17.4682,16_CTA_28_N1,17.4682,16_CTA_26_N1,17.4682,16_CTA_27_N1,17.4682,16_CTA_26_N1,17.4682,16_CTA_27_N1,17.4682,16_CTA_27_N1,17.4682
WPV2,16.3973,WPV2,16.3973,WPV2,16.3973,WPV2,16.3973,WPV2,16.3973,WPV2,16.3973,WPV2,16.3973,WPV2,16.3973,WPV2,16.3973,WPV2,16.3973
HEC23,15.3788,HEC20,15.3788,HEC22,15.3788,HEC20,15.3788,HEC22,15.3788,HEC23,15.3788,HEC22,15.3788,HEC23,15.3788,HEC20,15.3788,HEC23,15.3788
16_AMS_38_N1,14.3628,16_AMS_38_N1,14.3628,16_AMS_38_N1,14.3628,16_AMS_32_N1,14.3628,16_AMS_38_N1,14.3628,16_AMS_10_N1_B,14.3628,16_AMS_32_N1,14.3628,16_AMS_38_N1,14.3628,16_AMS_38_N1,14.3628,16_AMS_32_N1,14.3628
AWP26,13.3667,AWP27,13.3667,AWP27,13.3667,AWP26,13.3667,AWP26,13.3667,AWP27,13.3667,AWP27,13.3667,AWP27,13.3667,AWP26,13.3667,AWP27,13.3667
SKZ6,12.3709,SKZ38,12.3709,SKZ6,12.3709,SKZ6,12.3709,SKZ38,12.3709,SKZ6,12.3709,SKZ27,12.3709,SKZ6,12.3709,SKZ27,12.3709,SKZ27,12.3709
TSG25,11.3985,TSG21,11.3985,TSG24,11.3985,TSG21,11.3985,TSG25,11.3985,TSG24,11.3985,TSG24,11.3985,TSG25,11.3985,TSG25,11.3985,TSG25,11.3985
GEI11,10.4349,GEI11,10.4349,GEI11,10.4349,GEI11,10.4349,GEI11,10.4349,GEI12,10.4349,GEI12,10.4349,GEI11,10.4349,GEI11,10.4349,GEI11,10.4349
MCB4,9.5299,MCB3,9.5299,MCB4,9.5299,MCB4,9.5299,MCB3,9.5299,MCB3,9.5299,MCB3,9.5299,MCB4,9.5299,MCB3,9.5299,MCB2,9.5299
ORO24,8.6345,ORO31,8.6345,ORO55,8.6345,ORO24,8.6345,ORO20,8.6345,ORO51,8.6345,ORO51,8.6345,ORO20,8.6345,ORO20,8.6345,ORO20,8.6345
16_ZEN_1_N1,7.7486,16_ZEN_4_N1,7.7486,16_ZEN_1_N1,7.7486,16_ZEN_2_N1,7.7486,16_ZEN_2_N1,7.7486,16_ZEN_1_N1,7.7486,16_ZEN_4_N1,7.7486,16_ZEN_2_N1,7.7486,16_ZEN_4_N1,7.7486,16_ZEN_1_N1,7.7486
16_VAL_14_N1,6.9759,16_VAL_14_N1,6.9759,16_VAL_13_N1,6.9759,16_VAL_14_N1,6.9759,16_VAL_15_N1,6.9759,16_VAL_15_N1,6.9759,16_VAL_14_N1,6.9759,16_VAL_15_N1,6.9759,16_VAL_15_N1,6.9759,16_VAL_15_N1,6.9759
OSW25,6.3051,OSW13,6.3051,OSW13,6.3051,OSW25,6.3051,OSW25,6.3051,OSW13,6.3051,OSW25,6.3051,OSW25,6.3051,OSW25,6.3051,OSW13,6.3051
IM6,5.6926,IM10,5.6926,IM10,5.6926,IM10,5.6926,IM10,5.6926,IM6,5.6926,IM10,5.6926,IM10,5.6926,IM10,5.6926,IM6,5.6926
16_KCG_10_N1,5.1174,16_KCG_37_N1,5.1174,16_KCG_61_N1,5.1174,16_KCG_37_N1,5.1174,16_KCG_61_N1,5.1174,16_KCG_37_N1,5.1174,16_KCG_61_N1,5.1174,16_KCG_61_N1,5.1174,16_KCG_37_N1,5.1174,16_KCG_10_N1,5.1174
SWB19,4.5487,SWB19,4.5487,SWB19,4.5487,SWB38,4.5487,SWB36,4.5487,SWB36,4.5487,SWB36,4.5487,SWB38,4.5487,SWB19,4.5487,SWB36,4.5487
