siteID_1,areaCoverage_1,siteID_2,areaCoverage_2,siteID_3,areaCoverage_3,siteID_4,areaCoverage_4,siteID_5,areaCoverage_5,siteID_6,areaCoverage_6,siteID_7,areaCoverage_7,siteID_8,areaCoverage_8,siteID_9,areaCoverage_9,siteID_10,areaCoverage_10
MED3,46.3131,MED3,46.3131,MED1,46.3131,MED1,46.3131,MED3,46.3131,MED1,46.3131,MED1,46.3131,MED1,46.3131,MED3,46.3131,MED3,46.3131
M2L4,44.4445,M2L4,44.4445,M2L4,44.4445,M2L4,44.4445,M2L4,44.4445,M2L4,44.4445,M2L4,44.4445,M2L4,44.4445,M2L4,44.4445,M2L4,44.4445
16_OSO_4_N1,42.7621,16_OSO_2_N1,42.7621,16_OSO_3_N1,42.7621,16_OSO_3_N1,42.7621,16_OSO_3_N1,42.7621,16_OSO_2_N1,42.7621,16_OSO_4_N1,42.7621,16_OSO_2_N1,42.7621,16_OSO_2_N1,42.7621,16_OSO_3_N1,42.7621
16_FPA_22_N1,41.1154,16_FPA_26_N1,41.1154,16_FPA_22_N1,41.1154,16_FPA_22_N1,41.1154,16_FPA_22_N1,41.1154,16_FPA_22_N1,41.1154,16_FPA_22_N1,41.1154,16_FPA_44_N1,41.1154,16_FPA_26_N1,41.1154,16_FPA_44_N1,41.1154
16_KCG_37_N1,39.4738,16_KCG_37_N1,39.4738,16_KCG_37_N1,39.4738,16_KCG_61_N1,39.4738,16_KCG_37_N1,39.4738,16_KCG_61_N1,39.4738,16_KCG_10_N1,39.4738,16_KCG_37_N1,39.4738,16_KCG_10_N1,39.4738,16_KCG_10_N1,39.4738
HOC17,37.9156,HOC25,37.9156,HOC26,37.9156,HOC25,37.9156,HOC17,37.9156,HOC17,37.9156,HOC25,37.9156,HOC26,37.9156,HOC26,37.9156,HOC17,37.9156
CAN68,36.3808,CAN68,36.3808,CAN68,36.3808,CAN68,36.3808,CAN68,36.3808,CAN68,36.3808,CAN68,36.3808,CAN68,36.3808,CAN68,36.3808,CAN68,36.3808
CVG19,34.8508,CVG10,34.8508,CVG19,34.8508,CVG19,34.8508,CVG19,34.8508,CVG10,34.8508,CVG19,34.8508,CVG19,34.8508,CVG19,34.8508,CVG10,34.8508
SWB38,33.3733,SWB38,33.3733,SWB19,33.3733,SWB38,33.3733,SWB36,33.3733,SWB36,33.3733,SWB38,33.3733,SWB36,33.3733,SWB36,33.3733,SWB19,33.3733
WPV2,31.9149,WPV2,31.9149,WPV2,31.9149,WPV2,31.9149,WPV2,31.9149,WPV2,31.9149,WPV2,31.9149,WPV2,31.9149,WPV2,31.9149,WPV2,31.9149
MUG1,30.4586,MUG1,30.4586,MUG1,30.4586,MUG1,30.4586,MUG1,30.4586,MUG1,30.4586,MUG1,30.4586,MUG3,30.4586,MUG3,30.4586,MUG3,30.4586
WMO2,29.1193,WMO3,29.1193,WMO2,29.1193,WMO3,29.1193,WMO2,29.1193,WMO2,29.1193,WMO3,29.1193,WMO2,29.1193,WMO3,29.1193,WMO3,29.1193
WKY2,27.7947,WKY3,27.7947,WKY3,27.7947,WKY2,27.7947,WKY2,27.7947,WKY2,27.7947,WKY3,27.7947,WKY3,27.7947,WKY3,27.7947,WKY2,27.7947
FHS1,26.5161,FHS3,26.5161,FHS2,26.5161,FHS2,26.5161,FHS2,26.5161,FHS3,26.5161,FHS2,26.5161,FHS2,26.5161,FHS3,26.5161,FHS3,26.5161
13_VFC_2_N1,25.2381,13_VFC_2_N1,25.2381,13_VFC_2_N1,25.2381,13_VFC_1_N1,25.2381,13_VFC_1_N1,25.2381,13_VFC_4_N1,25.2381,13_VFC_4_N2,25.2381,13_VFC_2_N1,25.2381,13_VFC_1_N1,25.2381,13_VFC_4_N1,25.2381
THR21,23.9714,THR21,23.9714,THR21,23.9714,THR21,23.9714,THR21,23.9714,THR21,23.9714,THR21,23.9714,THR21,23.9714,THR21,23.9714,THR21,23.9714
STB18,22.7088,STB18,22.7088,STB18,22.7088,STB7,22.7088,STB18,22.7088,STB18,22.7088,STB18,22.7088,STB18,22.7088,STB7,22.7088,STB7,22.7088
SHC1,21.4584,SHC1,21.4584,SHC2,21.4584,SHC1,21.4584,SHC1,21.4584,SHC2,21.4584,SHC1,21.4584,SHC1,21.4584,SHC2,21.4584,SHC2,21.4584
CAC2,20.2285,CAC2,20.2285,CAC1,20.2285,CAC1,20.2285,CAC2,20.2285,CAC1,20.2285,CAC1,20.2285,CAC1,20.2285,CAC2,20.2285,CAC1,20.2285
TRR3,19.0025,TRR3,19.0025,TRR2,19.0025,TRR3,19.0025,TRR1,19.0025,TRR1,19.0025,TRR2,19.0025,TRR3,19.0025,TRR3,19.0025,TRR2,19.0025
16_AKC_14_N1,17.7859,16_AKC_14_N1,17.7859,16_AKC_41_N1,17.7859,16_AKC_41_N1,17.7859,16_AKC_41_N1,17.7859,16_AKC_14_N1,17.7859,16_AKC_14_N1,17.7859,16_AKC_14_N1,17.7859,16_AKC_41_N1,17.7859,16_AKC_41_N1,17.7859
16_CTA_26_N1,16.5979,16_CTA_28_N1,16.5979,16_CTA_27_N1,16.5979,16_CTA_28_N1,16.5979,16_CTA_26_N1,16.5979,16_CTA_28_N1,16.5979,16_CTA_26_N1,16.5979,16_CTA_27_N1,16.5979,16_CTA_26_N1,16.5979,16_CTA_27_N1,16.5979
SKZ6,15.5072,SKZ27,15.5072,SKZ6,15.5072,SKZ27,15.5072,SKZ27,15.5072,SKZ38,15.5072,SKZ27,15.5072,SKZ38,15.5072,SKZ6,15.5072,SKZ38,15.5072
ORO24,14.4636,ORO55,14.4636,ORO51,14.4636,ORO55,14.4636,ORO20,14.4636,ORO51,14.4636,ORO24,14.4636,ORO20,14.4636,ORO31,14.4636,ORO20,14.4636
KIC3,13.5194,KIC2,13.5194,KIC2,13.5194,KIC2,13.5194,KIC3,13.5194,KIC2,13.5194,KIC1,13.5194,KIC2,13.5194,KIC3,13.5194,KIC3,13.5194
03_V153408_N3,12.5779,03_V153408_N3,12.5779,03_V153408_N1,12.5779,03_V153408_N1,12.5779,03_V153408_N2,12.5779,03_V153408_N3,12.5779,03_V153408_N2,12.5779,03_V153408_N2,12.5779,03_V153408_N3,12.5779,03_V153408_N2,12.5779
OSW13,11.7117,OSW13,11.7117,OSW13,11.7117,OSW13,11.7117,OSW13,11.7117,OSW25,11.7117,OSW13,11.7117,OSW25,11.7117,OSW13,11.7117,OSW25,11.7117
TSG25,10.8897,TSG24,10.8897,TSG25,10.8897,TSG24,10.8897,TSG24,10.8897,TSG25,10.8897,TSG25,10.8897,TSG21,10.8897,TSG21,10.8897,TSG25,10.8897
BEL3,10.0806,BEL1,10.0806,BEL1,10.0806,BEL3,10.0806,BEL3,10.0806,BEL3,10.0806,BEL3,10.0806,BEL3,10.0806,BEL4,10.0806,BEL4,10.0806
16_AMS_38_N1,9.3003,16_AMS_32_N1,9.3003,16_AMS_32_N1,9.3003,16_AMS_38_N1,9.3003,16_AMS_32_N1,9.3003,16_AMS_10_N1_B,9.3003,16_AMS_32_N1,9.3003,16_AMS_32_N1,9.3003,16_AMS_10_N1_B,9.3003,16_AMS_10_N1_B,9.3003
RFA12,8.5261,RFA3,8.5261,RFA3,8.5261,RFA3,8.5261,RFA3,8.5261,RFA12,8.5261,RFA3,8.5261,RFA3,8.5261,RFA12,8.5261,RFA12,8.5261
AWP26,7.7664,AWP27,7.7664,AWP27,7.7664,AWP27,7.7664,AWP27,7.7664,AWP26,7.7664,AWP27,7.7664,AWP26,7.7664,AWP26,7.7664,AWP26,7.7664
HAM19,7.035,HAM6,7.035,HAM19,7.035,HAM6,7.035,HAM6,7.035,HAM6,7.035,HAM102,7.035,HAM19,7.035,HAM19,7.035,HAM19,7.035
16_SZA_86_N1,6.3065,16_SZA_88_N1,6.3065,16_SZA_90_N1,6.3065,16_SZA_88_N1,6.3065,16_SZA_90_N1,6.3065,16_SZA_90_N1,6.3065,16_SZA_88_N1,6.3065,16_SZA_88_N1,6.3065,16_SZA_90_N1,6.3065,16_SZA_88_N1,6.3065
FEV11,5.6665,FEV11,5.6665,FEV11,5.6665,FEV11,5.6665,FEV11,5.6665,FEV11,5.6665,FEV11,5.6665,FEV11,5.6665,FEV11,5.6665,FEV11,5.6665
16_ANT_102_N1,5.0791,16_ANT_102_N1,5.0791,16_ANT_102_N1,5.0791,16_ANT_106_N1,5.0791,16_ANT_106_N1,5.0791,16_ANT_102_N1,5.0791,16_ANT_106_N1,5.0791,16_ANT_106_N1,5.0791,16_ANT_102_N1,5.0791,16_ANT_102_N1,5.0791
MCB3,4.5463,MCB4,4.5463,MCB3,4.5463,MCB4,4.5463,MCB2,4.5463,MCB2,4.5463,MCB3,4.5463,MCB3,4.5463,MCB2,4.5463,MCB3,4.5463
